client_id,sku,product_name,brand,category,avg_daily_demand,std_demand,coefficient_of_variation,lead_time_days,safety_stock,lead_time_demand,reorder_point,stock_norm,optimal_order_qty,forecast_method,service_level,z_score,last_updated
C002,SKU0091,Eva Cooking Oil 1L,Eva,Grocery,8.28,2.58,0.31,3,7.34,24.85,32.19,38.63,57.98,Prophet,0.95,1.64,2025-12-09
C002,SKU0102,Guard Super Basmati 10kg,Guard,Grocery,19.86,5.44,0.27,3,15.51,59.57,75.08,90.1,139.01,Prophet,0.95,1.64,2025-12-09
C002,SKU0090,Habib Banaspati 2.5kg,Habib,Grocery,15.95,4.89,0.31,3,13.93,47.85,61.78,74.14,111.66,Prophet,0.95,1.64,2025-12-09
C002,SKU0107,Kolson Macaroni 400g,Kolson,Grocery,15.53,5.69,0.37,3,16.2,46.58,62.78,75.34,108.68,Prophet,0.95,1.64,2025-12-09
C002,SKU0096,Lipton Yellow Label 200g,Lipton,Grocery,2.02,0.58,0.29,3,1.65,6.06,7.7,10.0,14.13,Prophet,0.95,1.64,2025-12-09
C002,SKU0103,Mehran Basmati Rice 5kg,Mehran,Grocery,15.21,4.54,0.3,3,12.93,45.63,58.55,70.27,106.47,Prophet,0.95,1.64,2025-12-09
C002,SKU0085,Mehran Seekh Kabab 50g,Mehran,Grocery,13.04,3.41,0.26,3,9.71,39.13,48.85,58.61,91.31,Prophet,0.95,1.64,2025-12-09
C002,SKU0080,National Nihari Masala 50g,National,Grocery,4.73,3.41,0.72,3,9.73,14.18,23.91,28.69,33.09,Prophet,0.95,1.64,2025-12-09
C002,SKU0111,National Turmeric Powder 100g,National,Grocery,20.38,6.3,0.31,3,17.96,61.14,79.1,94.92,142.67,Prophet,0.95,1.64,2025-12-09
C002,SKU0082,Shan Biryani Masala 100g,Shan,Grocery,24.6,7.0,0.28,3,19.93,73.81,93.74,112.49,172.23,Prophet,0.95,1.64,2025-12-09
C002,SKU0081,Shan Biryani Masala 50g,Shan,Grocery,10.0,4.41,0.44,3,12.56,29.99,42.55,51.06,69.99,Prophet,0.95,1.64,2025-12-09
C002,SKU0083,Shan Chicken Tikka 50g,Shan,Grocery,10.39,7.29,0.7,3,20.77,31.18,51.95,62.34,72.76,Prophet,0.95,1.64,2025-12-09
C002,SKU0104,Shangrila Vermicelli 200g,Shangrila,Grocery,32.05,7.73,0.24,3,22.01,96.15,118.15,141.79,224.34,Prophet,0.95,1.64,2025-12-09
C002,SKU0105,Shangrila Vermicelli 400g,Shangrila,Grocery,4.72,1.63,0.35,3,4.65,14.16,18.81,22.57,33.05,Prophet,0.95,1.64,2025-12-09
C002,SKU0100,Sufi Basmati Rice 10kg,Sufi,Grocery,16.45,4.63,0.28,3,13.18,49.34,62.53,75.03,115.14,Prophet,0.95,1.64,2025-12-09
C002,SKU0093,Tapal Danedar Tea 190g,Tapal,Grocery,13.5,5.15,0.38,3,14.66,40.51,55.18,66.21,94.53,Prophet,0.95,1.64,2025-12-09
C002,SKU0094,Tapal Danedar Tea 475g,Tapal,Grocery,15.74,5.08,0.32,3,14.46,47.22,61.68,74.02,110.17,Prophet,0.95,1.64,2025-12-09
C002,SKU0098,Vital Tea 475g,Vital,Grocery,0.15,2.11,14.48,3,6.0,0.44,6.44,10.0,1.02,Prophet,0.95,1.64,2025-12-09
C002,SKU0142,Ariel Detergent 3kg,Ariel,Household,19.72,6.95,0.35,3,19.79,59.15,78.94,94.72,138.01,Prophet,0.95,1.64,2025-12-09
C002,SKU0143,Bonus Detergent 1kg,Bonus,Household,3.25,1.4,0.43,3,3.97,9.76,13.73,16.48,22.77,Prophet,0.95,1.64,2025-12-09
C002,SKU0149,Colin Glass Cleaner 500ml,Colin,Household,19.7,5.3,0.27,3,15.11,59.1,74.21,89.05,137.9,Prophet,0.95,1.64,2025-12-09
C002,SKU0148,Dettol Disinfectant 500ml,Dettol,Household,15.48,4.19,0.27,3,11.94,46.43,58.37,70.05,108.34,Prophet,0.95,1.64,2025-12-09
C002,SKU0147,Harpic Toilet Cleaner 1L,Harpic,Household,14.48,3.65,0.25,3,10.41,43.43,53.84,64.61,101.35,Prophet,0.95,1.64,2025-12-09
C002,SKU0138,Surf Excel Detergent 1kg,Surf Excel,Household,8.14,3.3,0.4,3,9.39,24.43,33.82,40.58,57.0,Prophet,0.95,1.64,2025-12-09
C002,SKU0140,Surf Excel Detergent 6kg,Surf Excel,Household,22.37,8.55,0.38,3,24.37,67.1,91.46,109.76,156.56,Prophet,0.95,1.64,2025-12-09
C002,SKU0151,Vim Dishwash Bar 500g,Vim,Household,8.2,1.95,0.24,3,5.56,24.61,30.17,36.2,57.43,Prophet,0.95,1.64,2025-12-09
C002,SKU0145,Wheel Detergent 1kg,Wheel,Household,18.17,6.34,0.35,3,18.05,54.5,72.55,87.06,127.16,Prophet,0.95,1.64,2025-12-09
C002,SKU0131,Clear Shampoo 185ml,Clear,Personal_Care,13.56,3.86,0.28,3,11.0,40.67,51.67,62.0,94.9,Prophet,0.95,1.64,2025-12-09
C002,SKU0132,Clear Shampoo 400ml,Clear,Personal_Care,5.8,1.71,0.29,3,4.87,17.39,22.26,26.72,40.59,Prophet,0.95,1.64,2025-12-09
C002,SKU0136,Close Up Toothpaste 150g,Close Up,Personal_Care,4.38,1.33,0.3,3,3.78,13.13,16.91,20.3,30.63,Prophet,0.95,1.64,2025-12-09
C002,SKU0135,Close Up Toothpaste 75g,Close Up,Personal_Care,12.74,3.86,0.3,3,11.0,38.21,49.21,59.06,89.16,Prophet,0.95,1.64,2025-12-09
C002,SKU0134,Colgate Toothpaste 150g,Colgate,Personal_Care,12.01,5.74,0.48,3,16.37,36.04,52.4,62.89,84.09,Prophet,0.95,1.64,2025-12-09
C002,SKU0133,Colgate Toothpaste 75g,Colgate,Personal_Care,7.28,2.18,0.3,3,6.2,21.85,28.05,33.66,50.98,Prophet,0.95,1.64,2025-12-09
C002,SKU0118,Dove Beauty Bar 100g,Dove,Personal_Care,15.21,4.87,0.32,3,13.87,45.64,59.51,71.41,106.48,Prophet,0.95,1.64,2025-12-09
C002,SKU0121,Fair & Lovely Cream 50g,Fair & Lovely,Personal_Care,18.56,4.8,0.26,3,13.69,55.68,69.37,83.25,129.93,Prophet,0.95,1.64,2025-12-09
C002,SKU0128,Head & Shoulders Shampoo 400ml,Head & Shoulders,Personal_Care,29.16,8.28,0.28,3,23.6,87.48,111.08,133.3,204.13,Prophet,0.95,1.64,2025-12-09
C002,SKU0115,Lifebuoy Soap 6-pack,Lifebuoy,Personal_Care,5.08,5.38,1.06,3,15.33,15.24,30.57,36.69,35.57,Prophet,0.95,1.64,2025-12-09
C002,SKU0113,Lux Beauty Soap 6-pack,Lux,Personal_Care,13.9,3.86,0.28,3,10.99,41.7,52.7,63.23,97.31,Prophet,0.95,1.64,2025-12-09
C002,SKU0124,Pantene Shampoo 180ml,Pantene,Personal_Care,24.44,6.82,0.28,3,19.43,73.31,92.74,111.29,171.05,Prophet,0.95,1.64,2025-12-09
C002,SKU0125,Pantene Shampoo 400ml,Pantene,Personal_Care,12.62,3.81,0.3,3,10.84,37.87,48.72,58.46,88.37,Prophet,0.95,1.64,2025-12-09
C002,SKU0126,Pantene Shampoo 650ml,Pantene,Personal_Care,15.15,6.58,0.43,3,18.74,45.45,64.19,77.03,106.06,Prophet,0.95,1.64,2025-12-09
C002,SKU0116,Safeguard Soap 3-pack,Safeguard,Personal_Care,12.92,4.51,0.35,3,12.84,38.76,51.61,61.93,90.44,Prophet,0.95,1.64,2025-12-09
C002,SKU0137,Sensodyne Toothpaste 75g,Sensodyne,Personal_Care,17.22,4.88,0.28,3,13.91,51.65,65.55,78.66,120.51,Prophet,0.95,1.64,2025-12-09
C002,SKU0129,Sunsilk Shampoo 180ml,Sunsilk,Personal_Care,12.51,3.76,0.3,3,10.72,37.53,48.25,57.9,87.57,Prophet,0.95,1.64,2025-12-09
C002,SKU0130,Sunsilk Shampoo 400ml,Sunsilk,Personal_Care,2.17,0.99,0.46,3,2.82,6.5,9.32,11.19,15.17,Prophet,0.95,1.64,2025-12-09
C002,SKU0055,Cheetos Crunchy 48g,Cheetos,Snacks,8.22,3.06,0.37,3,8.71,24.67,33.38,40.06,57.56,Prophet,0.95,1.64,2025-12-09
C002,SKU0062,Jubilee Coconut Biscuit 90g,Jubilee,Snacks,28.83,8.79,0.31,3,25.05,86.48,111.53,133.84,201.79,Prophet,0.95,1.64,2025-12-09
C002,SKU0051,Kolson Slanty 18g,Kolson,Snacks,9.6,2.42,0.25,3,6.91,28.81,35.71,42.86,67.21,Prophet,0.95,1.64,2025-12-09
C002,SKU0052,Kolson Slanty 40g,Kolson,Snacks,16.01,4.13,0.26,3,11.77,48.04,59.81,71.77,112.1,Prophet,0.95,1.64,2025-12-09
C002,SKU0049,Lays Masala Chips 90g,Lays,Snacks,16.3,4.76,0.29,3,13.57,48.89,62.46,74.95,114.08,Prophet,0.95,1.64,2025-12-09
C002,SKU0050,Lays Wavy Chips 68g,Lays,Snacks,12.58,3.64,0.29,3,10.38,37.74,48.11,57.74,88.05,Prophet,0.95,1.64,2025-12-09
C002,SKU0060,Peek Freans Chocolate Chip 90g,Peek Freans,Snacks,24.57,6.32,0.26,3,18.01,73.71,91.72,110.06,171.98,Prophet,0.95,1.64,2025-12-09
C002,SKU0058,Peek Freans Sooper Biscuit Family Pack,Peek Freans,Snacks,15.49,4.14,0.27,3,11.8,46.46,58.25,69.91,108.41,Prophet,0.95,1.64,2025-12-09
C002,SKU0059,Peek Freans Sooper Biscuit Half Roll,Peek Freans,Snacks,30.9,10.02,0.32,3,28.54,92.7,121.24,145.49,216.3,Prophet,0.95,1.64,2025-12-09
C002,SKU0065,Rio Wafer 18g,Rio,Snacks,3.0,0.97,0.32,3,2.77,8.99,11.76,14.12,20.98,Prophet,0.95,1.64,2025-12-09
C002,SKU0064,Sooper Cream Biscuit Full Roll,Sooper,Snacks,17.13,4.57,0.27,3,13.01,51.39,64.4,77.28,119.92,Prophet,0.95,1.64,2025-12-09
C002,SKU0063,Sooper Cream Biscuit Half Roll,Sooper,Snacks,16.6,5.34,0.32,3,15.22,49.81,65.03,78.04,116.23,Prophet,0.95,1.64,2025-12-09
C002,SKU0053,Super Crisp Nimko 100g,Super Crisp,Snacks,7.77,2.35,0.3,3,6.69,23.3,29.99,35.99,54.37,Prophet,0.95,1.64,2025-12-09
C003,SKU0076,Dawn White Bread Medium,Dawn,Bakery,1.53,0.39,0.25,3,1.11,4.6,5.71,10.0,10.73,Prophet,0.95,1.64,2025-12-09
C003,SKU0067,English Biscuit White Bread Medium,English Biscuit,Bakery,16.29,4.36,0.27,3,12.42,48.86,61.28,57.01,114.01,Prophet,0.95,1.64,2025-12-09
C003,SKU0072,Peek Freans Cake Rusk Chocolate,Peek Freans,Bakery,15.01,5.01,0.33,3,14.27,45.02,59.29,71.15,105.04,Prophet,0.95,1.64,2025-12-09
C003,SKU0071,Peek Freans Cake Rusk Regular,Peek Freans,Bakery,4.63,1.52,0.33,3,4.34,13.9,18.25,21.89,32.44,Prophet,0.95,1.64,2025-12-09
C003,SKU0073,Young's Milk Rusk 300g,Young's,Bakery,15.78,4.64,0.29,3,13.23,47.33,60.56,72.67,110.45,Prophet,0.95,1.64,2025-12-09
C003,SKU0026,7UP 7UP 250ml,7UP,Beverages,14.02,4.5,0.32,3,12.82,42.05,54.87,65.84,98.11,Prophet,0.95,1.64,2025-12-09
C003,SKU0040,Aquafina Water 1.5L,Aquafina,Beverages,11.91,4.41,0.37,3,12.57,35.73,48.3,57.96,83.38,Prophet,0.95,1.64,2025-12-09
C003,SKU0039,Aquafina Water 500ml,Aquafina,Beverages,15.36,4.22,0.27,3,12.01,46.07,58.08,69.69,107.49,Prophet,0.95,1.64,2025-12-09
C003,SKU0021,Coca Cola Coke 2.25L,Coca Cola,Beverages,16.73,4.86,0.29,3,13.83,50.2,64.04,76.84,117.13,Prophet,0.95,1.64,2025-12-09
C003,SKU0033,Fanta Orange 1.5L,Fanta,Beverages,8.93,2.35,0.26,3,6.69,26.79,33.48,40.17,62.5,Prophet,0.95,1.64,2025-12-09
C003,SKU0032,Fanta Orange 500ml,Fanta,Beverages,9.75,5.68,0.58,3,16.17,29.25,45.42,54.51,68.26,Prophet,0.95,1.64,2025-12-09
C003,SKU0043,Gourmet Green Tea 100 bags,Gourmet,Beverages,16.37,4.3,0.26,3,12.26,49.11,61.37,73.65,114.59,Prophet,0.95,1.64,2025-12-09
C003,SKU0041,Gourmet Green Tea 25 bags,Gourmet,Beverages,1.92,0.81,0.42,3,2.3,5.76,8.07,10.0,13.45,Prophet,0.95,1.64,2025-12-09
C003,SKU0044,Lipton Yellow Label Tea 100 bags,Lipton,Beverages,5.67,1.67,0.29,3,4.75,17.01,21.76,26.11,39.69,Prophet,0.95,1.64,2025-12-09
C003,SKU0037,Nestle Pure Life Water 500ml,Nestle,Beverages,26.6,7.53,0.28,3,21.45,79.81,101.26,121.51,186.21,Prophet,0.95,1.64,2025-12-09
C003,SKU0025,Pepsi Pepsi 2.25L,Pepsi,Beverages,24.69,6.43,0.26,3,18.31,74.06,92.37,110.84,172.81,Prophet,0.95,1.64,2025-12-09
C003,SKU0022,Pepsi Pepsi 250ml,Pepsi,Beverages,12.58,3.36,0.27,3,9.56,37.75,47.31,56.77,88.07,Prophet,0.95,1.64,2025-12-09
C003,SKU0034,Shezan Mango Juice 250ml,Shezan,Beverages,1.8,0.52,0.29,3,1.48,5.41,6.9,10.0,12.63,Prophet,0.95,1.64,2025-12-09
C003,SKU0029,Sprite Sprite 250ml,Sprite,Beverages,9.24,2.93,0.32,3,8.33,27.73,36.06,43.27,64.7,Prophet,0.95,1.64,2025-12-09
C003,SKU0030,Sprite Sprite 500ml,Sprite,Beverages,15.73,5.9,0.38,3,16.82,47.18,64.0,76.8,110.1,Prophet,0.95,1.64,2025-12-09
C003,SKU0046,Vital Energy Drink 250ml,Vital,Beverages,23.67,7.85,0.33,3,22.36,71.0,93.36,112.03,165.67,Prophet,0.95,1.64,2025-12-09
C003,SKU0006,Haleeb Fresh Milk 1L,Haleeb,Dairy,8.32,3.65,0.44,3,10.4,24.95,35.36,42.43,58.22,Prophet,0.95,1.64,2025-12-09
C003,SKU0001,Nestle Everyday Milk 1L,Nestle,Dairy,16.53,5.49,0.33,3,15.63,49.59,65.22,78.26,115.71,Prophet,0.95,1.64,2025-12-09
C003,SKU0017,Nurpur Butter 200g,Nurpur,Dairy,2.3,0.86,0.38,3,2.46,6.89,9.35,11.22,16.07,Prophet,0.95,1.64,2025-12-09
C003,SKU0008,Nurpur Milk 1L,Nurpur,Dairy,34.66,9.17,0.26,3,26.14,103.97,130.11,156.13,242.6,Prophet,0.95,1.64,2025-12-09
C003,SKU0015,Olpers Cheese Slices 200g,Olpers,Dairy,15.29,3.99,0.26,3,11.37,45.87,57.24,68.69,107.02,Prophet,0.95,1.64,2025-12-09
C003,SKU0004,Olpers Full Cream Milk 1L,Olpers,Dairy,15.81,5.15,0.33,3,14.67,47.44,62.1,74.52,110.68,Prophet,0.95,1.64,2025-12-09
C003,SKU0005,Olpers Full Cream Milk 500ml,Olpers,Dairy,8.56,2.07,0.24,3,5.89,25.67,31.56,37.87,59.89,Prophet,0.95,1.64,2025-12-09
C003,SKU0014,Tarang Dahi 1kg,Tarang,Dairy,3.75,2.32,0.62,3,6.6,11.24,17.84,21.41,26.22,Prophet,0.95,1.64,2025-12-09
C003,SKU0013,Tarang Dahi 500g,Tarang,Dairy,19.68,5.22,0.27,3,14.86,59.05,73.92,88.7,137.79,Prophet,0.95,1.64,2025-12-09
C003,SKU0152,K&N's Chicken Nuggets 500g,K&N's,Frozen,1.45,0.4,0.28,3,1.15,4.34,5.49,10.0,10.12,Prophet,0.95,1.64,2025-12-09
C003,SKU0155,K&N's Chicken Patties 12-pack,K&N's,Frozen,8.34,2.41,0.29,3,6.86,25.02,31.88,38.26,58.38,Prophet,0.95,1.64,2025-12-09
C003,SKU0158,Makkhan Paratha 20-pack,Makkhan,Frozen,17.16,5.08,0.3,3,14.46,51.48,65.94,79.13,120.13,Prophet,0.95,1.64,2025-12-09
C003,SKU0156,Menu Plain Paratha 20-pack,Menu,Frozen,26.28,7.99,0.3,3,22.76,78.85,101.61,121.93,183.99,Prophet,0.95,1.64,2025-12-09
C003,SKU0157,Menu Plain Paratha 30-pack,Menu,Frozen,22.33,7.31,0.33,3,20.84,67.0,87.84,105.4,156.33,Prophet,0.95,1.64,2025-12-09
C003,SKU0160,Walls Magnum Single,Walls,Frozen,21.15,6.51,0.31,3,18.55,63.44,81.99,98.39,148.03,Prophet,0.95,1.64,2025-12-09
C003,SKU0086,Dalda Cooking Oil 1L,Dalda,Grocery,13.19,3.52,0.27,3,10.02,39.56,49.58,59.49,92.31,Prophet,0.95,1.64,2025-12-09
C003,SKU0087,Dalda Cooking Oil 2.5L,Dalda,Grocery,12.26,4.3,0.35,3,12.26,36.79,49.05,58.86,85.85,Prophet,0.95,1.64,2025-12-09
C003,SKU0088,Dalda Cooking Oil 5L,Dalda,Grocery,32.37,9.05,0.28,3,25.78,97.11,122.89,147.47,226.59,Prophet,0.95,1.64,2025-12-09
C003,SKU0091,Eva Cooking Oil 1L,Eva,Grocery,15.14,7.83,0.52,3,22.3,45.43,67.73,81.27,105.99,Prophet,0.95,1.64,2025-12-09
C003,SKU0102,Guard Super Basmati 10kg,Guard,Grocery,8.3,3.26,0.39,3,9.29,24.89,34.18,41.02,58.08,Prophet,0.95,1.64,2025-12-09
C003,SKU0101,Guard Super Basmati 5kg,Guard,Grocery,10.1,3.43,0.34,3,9.76,30.3,40.07,48.08,70.71,Prophet,0.95,1.64,2025-12-09
C003,SKU0089,Habib Banaspati 1kg,Habib,Grocery,3.2,0.78,0.24,3,2.21,9.6,11.81,14.17,22.39,Prophet,0.95,1.64,2025-12-09
C003,SKU0106,Kolson Macaroni 200g,Kolson,Grocery,23.64,6.65,0.28,3,18.95,70.93,89.88,107.85,165.5,Prophet,0.95,1.64,2025-12-09
C003,SKU0097,Lipton Yellow Label 450g,Lipton,Grocery,9.1,6.09,0.67,3,17.34,27.29,44.62,53.55,63.67,Prophet,0.95,1.64,2025-12-09
C003,SKU0085,Mehran Seekh Kabab 50g,Mehran,Grocery,10.78,3.42,0.32,3,9.74,32.34,42.08,50.49,75.46,Prophet,0.95,1.64,2025-12-09
C003,SKU0080,National Nihari Masala 50g,National,Grocery,25.4,6.84,0.27,3,19.47,76.21,95.69,114.82,177.83,Prophet,0.95,1.64,2025-12-09
C003,SKU0108,National Salt 800g,National,Grocery,11.93,3.61,0.3,3,10.28,35.8,46.08,55.3,83.54,Prophet,0.95,1.64,2025-12-09
C003,SKU0082,Shan Biryani Masala 100g,Shan,Grocery,16.55,4.31,0.26,3,12.27,49.66,61.94,74.32,115.88,Prophet,0.95,1.64,2025-12-09
C003,SKU0081,Shan Biryani Masala 50g,Shan,Grocery,7.76,2.35,0.3,3,6.68,23.28,29.96,35.96,54.32,Prophet,0.95,1.64,2025-12-09
C003,SKU0084,Shan Chicken Karahi 50g,Shan,Grocery,32.61,8.58,0.26,3,24.44,97.84,122.28,146.74,228.3,Prophet,0.95,1.64,2025-12-09
C003,SKU0083,Shan Chicken Tikka 50g,Shan,Grocery,7.98,2.67,0.33,3,7.59,23.94,31.53,37.84,55.85,Prophet,0.95,1.64,2025-12-09
C003,SKU0110,Shan Red Chilli Powder 200g,Shan,Grocery,34.81,8.94,0.26,3,25.48,104.43,129.91,155.89,243.67,Prophet,0.95,1.64,2025-12-09
C003,SKU0104,Shangrila Vermicelli 200g,Shangrila,Grocery,16.2,8.0,0.49,3,22.8,48.6,71.39,85.67,113.39,Prophet,0.95,1.64,2025-12-09
C003,SKU0105,Shangrila Vermicelli 400g,Shangrila,Grocery,2.29,0.66,0.29,3,1.89,6.87,8.76,10.51,16.03,Prophet,0.95,1.64,2025-12-09
C003,SKU0100,Sufi Basmati Rice 10kg,Sufi,Grocery,13.19,4.27,0.32,3,12.17,39.58,51.76,62.11,92.36,Prophet,0.95,1.64,2025-12-09
C003,SKU0094,Tapal Danedar Tea 475g,Tapal,Grocery,16.63,6.92,0.42,3,19.71,49.88,69.59,83.5,116.38,Prophet,0.95,1.64,2025-12-09
C003,SKU0098,Vital Tea 475g,Vital,Grocery,11.26,3.93,0.35,3,11.2,33.78,44.97,53.97,78.81,Prophet,0.95,1.64,2025-12-09
C003,SKU0142,Ariel Detergent 3kg,Ariel,Household,9.34,2.94,0.31,3,8.36,28.03,36.39,43.67,65.39,Prophet,0.95,1.64,2025-12-09
C003,SKU0144,Bonus Detergent 3kg,Bonus,Household,17.01,4.11,0.24,3,11.7,51.03,62.73,75.28,119.07,Prophet,0.95,1.64,2025-12-09
C003,SKU0149,Colin Glass Cleaner 500ml,Colin,Household,22.45,6.7,0.3,3,19.09,67.36,86.45,103.73,157.17,Prophet,0.95,1.64,2025-12-09
C003,SKU0148,Dettol Disinfectant 500ml,Dettol,Household,12.05,3.44,0.29,3,9.8,36.14,45.94,55.13,84.33,Prophet,0.95,1.64,2025-12-09
C003,SKU0147,Harpic Toilet Cleaner 1L,Harpic,Household,16.1,6.74,0.42,3,19.2,48.3,67.5,81.0,112.71,Prophet,0.95,1.64,2025-12-09
C003,SKU0138,Surf Excel Detergent 1kg,Surf Excel,Household,19.07,6.49,0.34,3,18.5,57.22,75.71,90.86,133.5,Prophet,0.95,1.64,2025-12-09
C003,SKU0139,Surf Excel Detergent 3kg,Surf Excel,Household,17.33,5.38,0.31,3,15.33,51.98,67.3,80.76,121.28,Prophet,0.95,1.64,2025-12-09
C003,SKU0140,Surf Excel Detergent 6kg,Surf Excel,Household,24.97,7.25,0.29,3,20.64,74.92,95.57,114.68,174.82,Prophet,0.95,1.64,2025-12-09
C003,SKU0150,Vim Dishwash Bar 250g,Vim,Household,12.77,3.21,0.25,3,9.13,38.3,47.43,56.92,89.36,Prophet,0.95,1.64,2025-12-09
C003,SKU0151,Vim Dishwash Bar 500g,Vim,Household,1.8,0.49,0.27,3,1.41,5.39,6.8,10.0,12.58,Prophet,0.95,1.64,2025-12-09
C003,SKU0131,Clear Shampoo 185ml,Clear,Personal_Care,36.93,9.68,0.26,3,27.58,110.79,138.37,166.05,258.51,Prophet,0.95,1.64,2025-12-09
C003,SKU0132,Clear Shampoo 400ml,Clear,Personal_Care,6.09,2.93,0.48,3,8.34,18.27,26.62,31.94,42.64,Prophet,0.95,1.64,2025-12-09
C003,SKU0135,Close Up Toothpaste 75g,Close Up,Personal_Care,3.79,2.32,0.61,3,6.6,11.36,17.96,21.55,26.5,Prophet,0.95,1.64,2025-12-09
C003,SKU0134,Colgate Toothpaste 150g,Colgate,Personal_Care,31.31,7.71,0.25,3,21.96,93.92,115.88,139.06,219.16,Prophet,0.95,1.64,2025-12-09
C003,SKU0133,Colgate Toothpaste 75g,Colgate,Personal_Care,7.16,2.18,0.31,3,6.22,21.47,27.68,33.22,50.09,Prophet,0.95,1.64,2025-12-09
C003,SKU0119,Dove Beauty Bar 3-pack,Dove,Personal_Care,22.78,5.8,0.25,3,16.53,68.33,84.87,101.84,159.44,Prophet,0.95,1.64,2025-12-09
C003,SKU0120,Fair & Lovely Cream 25g,Fair & Lovely,Personal_Care,20.64,5.81,0.28,3,16.56,61.91,78.47,94.16,144.46,Prophet,0.95,1.64,2025-12-09
C003,SKU0121,Fair & Lovely Cream 50g,Fair & Lovely,Personal_Care,8.59,2.81,0.33,3,8.01,25.76,33.77,40.53,60.11,Prophet,0.95,1.64,2025-12-09
C003,SKU0122,Fair & Lovely Cream 80g,Fair & Lovely,Personal_Care,24.38,6.44,0.26,3,18.34,73.14,91.48,109.78,170.65,Prophet,0.95,1.64,2025-12-09
C003,SKU0128,Head & Shoulders Shampoo 400ml,Head & Shoulders,Personal_Care,22.08,6.43,0.29,3,18.32,66.23,84.55,101.46,154.54,Prophet,0.95,1.64,2025-12-09
C003,SKU0114,Lifebuoy Soap 3-pack,Lifebuoy,Personal_Care,1.07,0.27,0.25,3,0.77,3.22,3.99,10.0,7.51,Prophet,0.95,1.64,2025-12-09
C003,SKU0113,Lux Beauty Soap 6-pack,Lux,Personal_Care,2.92,0.63,0.22,3,1.79,8.76,10.55,12.66,20.44,Prophet,0.95,1.64,2025-12-09
C003,SKU0124,Pantene Shampoo 180ml,Pantene,Personal_Care,3.73,1.24,0.33,3,3.53,11.19,14.72,17.66,26.11,Prophet,0.95,1.64,2025-12-09
C003,SKU0116,Safeguard Soap 3-pack,Safeguard,Personal_Care,18.82,4.98,0.26,3,14.2,56.46,70.66,84.79,131.74,Prophet,0.95,1.64,2025-12-09
C003,SKU0129,Sunsilk Shampoo 180ml,Sunsilk,Personal_Care,21.61,6.48,0.3,3,18.46,64.83,83.29,99.95,151.26,Prophet,0.95,1.64,2025-12-09
C003,SKU0130,Sunsilk Shampoo 400ml,Sunsilk,Personal_Care,20.78,6.48,0.31,3,18.46,62.33,80.78,96.94,145.43,Prophet,0.95,1.64,2025-12-09
C003,SKU0051,Kolson Slanty 18g,Kolson,Snacks,17.07,4.22,0.25,3,12.03,51.21,63.24,75.88,119.49,Prophet,0.95,1.64,2025-12-09
C003,SKU0052,Kolson Slanty 40g,Kolson,Snacks,19.62,5.95,0.3,3,16.95,58.85,75.8,90.96,137.32,Prophet,0.95,1.64,2025-12-09
C003,SKU0057,Kurkure Chatpata 110g,Kurkure,Snacks,11.99,2.74,0.23,3,7.8,35.97,43.77,52.53,83.92,Prophet,0.95,1.64,2025-12-09
C003,SKU0047,Lays Masala Chips 34g,Lays,Snacks,8.83,4.15,0.47,3,11.84,26.48,38.31,45.98,61.78,Prophet,0.95,1.64,2025-12-09
C003,SKU0048,Lays Masala Chips 68g,Lays,Snacks,7.26,3.14,0.43,3,8.95,21.77,30.72,36.86,50.8,Prophet,0.95,1.64,2025-12-09
C003,SKU0050,Lays Wavy Chips 68g,Lays,Snacks,8.78,3.21,0.37,3,9.13,26.34,35.47,42.57,61.46,Prophet,0.95,1.64,2025-12-09
C003,SKU0060,Peek Freans Chocolate Chip 90g,Peek Freans,Snacks,9.18,3.11,0.34,3,8.86,27.54,36.4,43.68,64.26,Prophet,0.95,1.64,2025-12-09
C003,SKU0058,Peek Freans Sooper Biscuit Family Pack,Peek Freans,Snacks,9.82,2.51,0.26,3,7.16,29.46,36.62,43.94,68.74,Prophet,0.95,1.64,2025-12-09
C003,SKU0059,Peek Freans Sooper Biscuit Half Roll,Peek Freans,Snacks,16.65,5.72,0.34,3,16.3,49.96,66.26,79.51,116.57,Prophet,0.95,1.64,2025-12-09
C003,SKU0066,Rio Wafer 45g,Rio,Snacks,24.97,6.79,0.27,3,19.35,74.91,94.26,113.12,174.79,Prophet,0.95,1.64,2025-12-09
C003,SKU0064,Sooper Cream Biscuit Full Roll,Sooper,Snacks,27.35,6.86,0.25,3,19.54,82.04,101.58,121.89,191.42,Prophet,0.95,1.64,2025-12-09
C003,SKU0054,Super Crisp Nimko 200g,Super Crisp,Snacks,8.25,2.49,0.3,3,7.09,24.75,31.84,38.21,57.75,Prophet,0.95,1.64,2025-12-09
C004,SKU0075,Bake Parlor Rusk Zeera,Bake Parlor,Bakery,19.06,4.87,0.26,3,13.87,57.19,71.06,85.27,133.45,Prophet,0.95,1.64,2025-12-09
C004,SKU0076,Dawn White Bread Medium,Dawn,Bakery,13.56,5.61,0.41,3,15.98,40.67,56.65,47.45,94.89,Prophet,0.95,1.64,2025-12-09
C004,SKU0069,English Biscuit Brown Bread Medium,English Biscuit,Bakery,2.66,0.63,0.24,3,1.78,7.97,9.75,10.0,18.6,Prophet,0.95,1.64,2025-12-09
