date,sku,product_name,qty_sold,unit_price,sales_amount,expiry_date
2025-05-29,SKU0145,Wheel Detergent 1kg,18,131.51,2255.01,2028-09-16
2025-05-29,SKU0147,Harpic Toilet Cleaner 1L,8,273.89,2286.36,2028-01-17
2025-05-29,SKU0148,Dettol Disinfectant 500ml,21,270.99,5568.52,2028-02-04
2025-05-29,SKU0150,Vim Dishwash Bar 250g,21,74.42,1564.68,2028-05-25
2025-05-29,SKU0151,Vim Dishwash Bar 500g,21,98.09,2046.16,2028-01-20
2025-05-29,SKU0152,K&N's Chicken Nuggets 500g,22,553.78,12355.79,2026-07-08
2025-05-29,SKU0153,K&N's Chicken Nuggets 1kg,17,732.62,12816.36,2026-09-10
2025-05-29,SKU0156,Menu Plain Paratha 20-pack,9,245.1,2135.19,2026-09-15
2025-05-29,SKU0157,Menu Plain Paratha 30-pack,21,374.91,8115.97,2026-06-20
2025-05-29,SKU0158,Makkhan Paratha 20-pack,3,223.36,649.69,2026-10-11
2025-05-29,SKU0159,Walls Ice Cream Cornetto Single,5,82.04,400.11,2026-03-13
2025-05-30,SKU0001,Nestle Everyday Milk 1L,36,160.27,5978.34,2025-11-24
2025-05-30,SKU0005,Olpers Full Cream Milk 500ml,9,248.34,2272.79,2025-11-19
2025-05-30,SKU0006,Haleeb Fresh Milk 1L,24,216.19,5252.74,2025-07-19
2025-05-30,SKU0007,Haleeb Fresh Milk 500ml,30,181.31,5607.69,2025-07-24
2025-05-30,SKU0008,Nurpur Milk 1L,17,149.39,2424.91,2025-09-29
2025-05-30,SKU0012,Nestle Yogurt 900g,1,72.85,73.0,2025-08-13
2025-05-30,SKU0013,Tarang Dahi 500g,18,121.81,2127.74,2025-11-07
2025-05-30,SKU0014,Tarang Dahi 1kg,7,127.69,927.19,2025-09-08
2025-05-30,SKU0015,Olpers Cheese Slices 200g,15,204.42,2937.7,2026-01-15
2025-05-30,SKU0016,Olpers Cheese Slices 400g,26,232.22,6234.63,2025-11-24
2025-05-30,SKU0017,Nurpur Butter 200g,5,263.73,1329.71,2025-12-20
2025-05-30,SKU0019,Coca Cola Coke 500ml,5,53.14,265.31,2026-04-16
2025-05-30,SKU0021,Coca Cola Coke 2.25L,9,120.16,1079.36,2026-08-27
2025-05-30,SKU0024,Pepsi Pepsi 1.5L,14,140.83,1978.41,2026-09-02
2025-05-30,SKU0025,Pepsi Pepsi 2.25L,27,110.71,3056.31,2026-06-27
2025-05-30,SKU0026,7UP 7UP 250ml,26,143.3,3655.86,2026-09-18
2025-05-30,SKU0028,7UP 7UP 1.5L,24,85.11,2088.89,2025-12-04
2025-05-30,SKU0029,Sprite Sprite 250ml,14,120.31,1613.62,2026-01-17
2025-05-30,SKU0032,Fanta Orange 500ml,31,96.43,2991.24,2026-08-08
2025-05-30,SKU0033,Fanta Orange 1.5L,6,77.25,445.02,2026-04-12
2025-05-30,SKU0035,Shezan Mango Juice 1L,16,133.08,2041.04,2026-04-10
2025-05-30,SKU0037,Nestle Pure Life Water 500ml,8,43.78,355.89,2027-02-11
2025-05-30,SKU0039,Aquafina Water 500ml,15,33.38,477.35,2027-07-17
2025-05-30,SKU0040,Aquafina Water 1.5L,5,46.63,222.34,2027-07-07
2025-05-30,SKU0041,Gourmet Green Tea 25 bags,23,247.17,5438.59,2027-03-12
2025-05-30,SKU0043,Gourmet Green Tea 100 bags,24,300.65,6856.35,2027-04-06
2025-05-30,SKU0044,Lipton Yellow Label Tea 100 bags,20,408.12,8205.47,2027-01-28
2025-05-30,SKU0046,Vital Energy Drink 250ml,29,81.95,2453.54,2027-01-11
2025-05-30,SKU0048,Lays Masala Chips 68g,10,87.27,874.7,2026-02-03
2025-05-30,SKU0052,Kolson Slanty 40g,25,42.2,1009.99,2026-02-14
2025-05-30,SKU0053,Super Crisp Nimko 100g,10,87.85,862.08,2026-02-09
2025-05-30,SKU0054,Super Crisp Nimko 200g,7,81.0,542.9,2025-10-29
2025-05-30,SKU0055,Cheetos Crunchy 48g,5,42.95,204.61,2026-04-05
2025-05-30,SKU0058,Peek Freans Sooper Biscuit Family Pack,12,72.31,874.95,2026-01-24
2025-05-30,SKU0059,Peek Freans Sooper Biscuit Half Roll,6,68.8,425.01,2026-04-17
2025-05-30,SKU0060,Peek Freans Chocolate Chip 90g,23,65.18,1536.01,2025-11-19
2025-05-30,SKU0061,Jubilee Chocolate Biscuit 90g,22,51.42,1095.65,2026-01-06
2025-05-30,SKU0062,Jubilee Coconut Biscuit 90g,36,56.07,2074.35,2025-11-07
2025-05-30,SKU0065,Rio Wafer 18g,14,44.67,636.02,2025-12-27
2025-05-30,SKU0066,Rio Wafer 45g,28,21.4,603.51,2026-01-18
2025-05-30,SKU0068,English Biscuit White Bread Large,5,79.66,406.89,2025-07-11
2025-05-30,SKU0069,English Biscuit Brown Bread Medium,15,73.13,1052.02,2025-08-04
2025-05-30,SKU0070,English Biscuit Brown Bread Large,14,71.55,983.32,2025-08-18
2025-05-30,SKU0071,Peek Freans Cake Rusk Regular,23,150.19,3575.35,2025-10-22
2025-05-30,SKU0072,Peek Freans Cake Rusk Chocolate,6,191.46,1147.86,2025-12-20
2025-05-30,SKU0074,Bake Parlor Rusk Plain,1,114.16,110.55,2025-10-14
2025-05-30,SKU0076,Dawn White Bread Medium,27,89.52,2375.15,2025-11-24
2025-05-30,SKU0078,National Biryani Masala 100g,17,51.78,878.45,2027-01-05
2025-05-30,SKU0080,National Nihari Masala 50g,30,74.85,2208.71,2026-08-23
2025-05-30,SKU0081,Shan Biryani Masala 50g,22,40.95,891.51,2026-12-27
2025-05-30,SKU0083,Shan Chicken Tikka 50g,12,52.99,646.58,2027-04-04
2025-05-30,SKU0085,Mehran Seekh Kabab 50g,22,51.47,1110.58,2027-04-09
2025-05-30,SKU0086,Dalda Cooking Oil 1L,5,700.03,3622.18,2026-12-01
2025-05-30,SKU0087,Dalda Cooking Oil 2.5L,25,310.29,7583.71,2026-12-07
2025-05-30,SKU0088,Dalda Cooking Oil 5L,4,1034.02,4092.74,2027-04-04
2025-05-30,SKU0090,Habib Banaspati 2.5kg,9,344.02,3145.97,2026-09-18
2025-05-30,SKU0091,Eva Cooking Oil 1L,29,387.42,11750.45,2026-12-16
2025-05-30,SKU0093,Tapal Danedar Tea 190g,20,266.55,5516.52,2027-08-17
2025-05-30,SKU0094,Tapal Danedar Tea 475g,19,465.01,9202.39,2026-12-10
2025-05-30,SKU0098,Vital Tea 475g,25,346.22,8836.84,2026-11-27
2025-05-30,SKU0100,Sufi Basmati Rice 10kg,22,1230.04,26398.8,2027-06-18
2025-05-30,SKU0102,Guard Super Basmati 10kg,18,901.45,15740.29,2026-12-17
2025-05-30,SKU0103,Mehran Basmati Rice 5kg,24,650.88,15367.43,2027-11-03
2025-05-30,SKU0104,Shangrila Vermicelli 200g,13,99.49,1296.35,2026-05-14
2025-05-30,SKU0105,Shangrila Vermicelli 400g,11,102.06,1078.7,2026-07-28
2025-05-30,SKU0110,Shan Red Chilli Powder 200g,6,83.29,504.92,2027-07-26
2025-05-30,SKU0112,Lux Beauty Soap 3-pack,13,146.83,1955.9,2027-11-03
2025-05-30,SKU0113,Lux Beauty Soap 6-pack,16,255.81,4107.93,2028-02-28
2025-05-30,SKU0114,Lifebuoy Soap 3-pack,32,229.35,7367.07,2028-05-26
2025-05-30,SKU0116,Safeguard Soap 3-pack,7,179.26,1260.28,2027-08-11
2025-05-30,SKU0117,Dettol Soap 3-pack,5,189.53,916.89,2027-07-20
2025-05-30,SKU0118,Dove Beauty Bar 100g,21,177.77,3639.69,2028-05-03
2025-05-30,SKU0119,Dove Beauty Bar 3-pack,31,300.96,9785.27,2027-12-29
2025-05-30,SKU0121,Fair & Lovely Cream 50g,15,105.22,1555.47,2027-12-22
2025-05-30,SKU0123,Pond's Face Cream 50g,10,248.1,2505.31,2028-04-20
2025-05-30,SKU0124,Pantene Shampoo 180ml,20,389.99,8053.81,2028-04-28
2025-05-30,SKU0126,Pantene Shampoo 650ml,19,201.28,3831.85,2028-01-25
2025-05-30,SKU0127,Head & Shoulders Shampoo 185ml,15,445.74,6588.62,2028-04-20
2025-05-30,SKU0128,Head & Shoulders Shampoo 400ml,27,404.28,10642.54,2028-02-29
2025-05-30,SKU0129,Sunsilk Shampoo 180ml,24,257.35,6319.06,2028-02-02
2025-05-30,SKU0131,Clear Shampoo 185ml,24,386.64,9121.51,2028-06-25
2025-05-30,SKU0132,Clear Shampoo 400ml,2,384.11,774.07,2028-03-31
2025-05-30,SKU0133,Colgate Toothpaste 75g,22,116.87,2548.55,2028-06-14
2025-05-30,SKU0135,Close Up Toothpaste 75g,8,195.77,1499.05,2028-04-16
2025-05-30,SKU0136,Close Up Toothpaste 150g,24,109.65,2659.15,2028-09-02
2025-05-30,SKU0137,Sensodyne Toothpaste 75g,20,279.78,5648.6,2028-03-22
2025-05-30,SKU0138,Surf Excel Detergent 1kg,20,1295.0,25368.86,2028-03-04
2025-05-30,SKU0139,Surf Excel Detergent 3kg,16,1148.22,18170.19,2027-12-17
2025-05-30,SKU0140,Surf Excel Detergent 6kg,9,1065.64,9204.0,2027-11-30
2025-05-30,SKU0141,Ariel Detergent 1kg,27,719.5,19797.31,2027-09-20
2025-05-30,SKU0142,Ariel Detergent 3kg,19,569.05,10509.86,2028-03-24
2025-05-30,SKU0143,Bonus Detergent 1kg,26,570.77,14891.32,2028-05-21
2025-05-30,SKU0144,Bonus Detergent 3kg,24,277.9,6875.9,2028-07-24
2025-05-30,SKU0145,Wheel Detergent 1kg,24,131.51,3279.32,2028-07-16
2025-05-30,SKU0147,Harpic Toilet Cleaner 1L,7,273.89,1986.77,2028-03-02
2025-05-30,SKU0148,Dettol Disinfectant 500ml,21,270.99,5654.77,2028-06-19
2025-05-30,SKU0150,Vim Dishwash Bar 250g,25,74.42,1858.41,2028-04-12
2025-05-30,SKU0151,Vim Dishwash Bar 500g,19,98.09,1788.15,2028-01-28
2025-05-30,SKU0152,K&N's Chicken Nuggets 500g,19,553.78,10600.99,2026-04-27
2025-05-30,SKU0153,K&N's Chicken Nuggets 1kg,18,732.62,12598.23,2026-06-29
2025-05-30,SKU0156,Menu Plain Paratha 20-pack,8,245.1,1875.45,2026-09-23
2025-05-30,SKU0157,Menu Plain Paratha 30-pack,25,374.91,9029.7,2026-06-04
2025-05-30,SKU0158,Makkhan Paratha 20-pack,2,223.36,450.85,2026-07-27
2025-05-30,SKU0159,Walls Ice Cream Cornetto Single,6,82.04,489.54,2026-02-19
2025-05-31,SKU0001,Nestle Everyday Milk 1L,41,160.27,6528.31,2025-08-11
2025-05-31,SKU0005,Olpers Full Cream Milk 500ml,12,248.34,3045.77,2025-09-02
2025-05-31,SKU0006,Haleeb Fresh Milk 1L,33,216.19,7465.98,2025-09-23
2025-05-31,SKU0007,Haleeb Fresh Milk 500ml,33,181.31,6121.38,2025-12-05
2025-05-31,SKU0008,Nurpur Milk 1L,22,149.39,3444.67,2025-11-11
2025-05-31,SKU0012,Nestle Yogurt 900g,8,72.85,594.12,2025-11-23
2025-05-31,SKU0013,Tarang Dahi 500g,23,121.81,2867.63,2025-08-03
2025-05-31,SKU0014,Tarang Dahi 1kg,8,127.69,1000.59,2025-10-02
2025-05-31,SKU0015,Olpers Cheese Slices 200g,16,204.42,3430.62,2025-10-26
2025-05-31,SKU0016,Olpers Cheese Slices 400g,32,232.22,7150.35,2025-12-13
2025-05-31,SKU0017,Nurpur Butter 200g,8,263.73,2062.89,2025-12-20
2025-05-31,SKU0019,Coca Cola Coke 500ml,8,53.14,416.79,2026-06-12
2025-05-31,SKU0021,Coca Cola Coke 2.25L,6,120.16,722.56,2026-05-13
2025-05-31,SKU0024,Pepsi Pepsi 1.5L,13,140.83,1871.99,2026-02-13
2025-05-31,SKU0025,Pepsi Pepsi 2.25L,34,110.71,3862.83,2026-08-29
2025-05-31,SKU0026,7UP 7UP 250ml,35,143.3,5197.69,2026-01-07
2025-05-31,SKU0028,7UP 7UP 1.5L,29,85.11,2362.24,2026-07-29
2025-05-31,SKU0029,Sprite Sprite 250ml,14,120.31,1693.82,2026-06-23
2025-05-31,SKU0032,Fanta Orange 500ml,34,96.43,3141.25,2025-12-29
2025-05-31,SKU0033,Fanta Orange 1.5L,8,77.25,597.73,2026-07-06
2025-05-31,SKU0035,Shezan Mango Juice 1L,14,133.08,1828.4,2026-04-25
2025-05-31,SKU0037,Nestle Pure Life Water 500ml,4,43.78,169.11,2027-02-22
2025-05-31,SKU0039,Aquafina Water 500ml,14,33.38,489.75,2027-01-12
2025-05-31,SKU0040,Aquafina Water 1.5L,0,46.63,0.0,2026-08-03
2025-05-31,SKU0041,Gourmet Green Tea 25 bags,33,247.17,8369.3,2027-04-14
2025-05-31,SKU0043,Gourmet Green Tea 100 bags,29,300.65,8891.73,2027-04-05
2025-05-31,SKU0044,Lipton Yellow Label Tea 100 bags,26,408.12,10326.79,2027-02-06
2025-05-31,SKU0046,Vital Energy Drink 250ml,38,81.95,3100.42,2026-09-04
2025-05-31,SKU0048,Lays Masala Chips 68g,13,87.27,1187.96,2026-01-28
2025-05-31,SKU0052,Kolson Slanty 40g,34,42.2,1435.57,2025-12-01
2025-05-31,SKU0053,Super Crisp Nimko 100g,11,87.85,950.42,2025-07-29
2025-05-31,SKU0054,Super Crisp Nimko 200g,9,81.0,746.94,2025-10-29
2025-05-31,SKU0055,Cheetos Crunchy 48g,6,42.95,264.95,2025-11-03
2025-05-31,SKU0058,Peek Freans Sooper Biscuit Family Pack,13,72.31,965.99,2026-04-25
2025-05-31,SKU0059,Peek Freans Sooper Biscuit Half Roll,7,68.8,501.29,2026-01-06
2025-05-31,SKU0060,Peek Freans Chocolate Chip 90g,31,65.18,1966.62,2025-12-13
2025-05-31,SKU0061,Jubilee Chocolate Biscuit 90g,26,51.42,1319.17,2025-12-30
2025-05-31,SKU0062,Jubilee Coconut Biscuit 90g,44,56.07,2511.24,2026-04-10
2025-05-31,SKU0065,Rio Wafer 18g,17,44.67,735.39,2025-10-30
2025-05-31,SKU0066,Rio Wafer 45g,34,21.4,731.36,2026-03-18
2025-05-31,SKU0068,English Biscuit White Bread Large,3,79.66,238.75,2025-06-01
2025-05-31,SKU0069,English Biscuit Brown Bread Medium,22,73.13,1635.75,2025-08-27
2025-05-31,SKU0070,English Biscuit Brown Bread Large,18,71.55,1247.7,2025-08-18
2025-05-31,SKU0071,Peek Freans Cake Rusk Regular,26,150.19,3775.76,2025-08-21
2025-05-31,SKU0072,Peek Freans Cake Rusk Chocolate,9,191.46,1771.97,2025-12-26
2025-05-31,SKU0074,Bake Parlor Rusk Plain,1,114.16,117.99,2026-02-15
2025-05-31,SKU0076,Dawn White Bread Medium,35,89.52,3064.7,2025-07-15
2025-05-31,SKU0078,National Biryani Masala 100g,23,51.78,1185.64,2026-09-07
2025-05-31,SKU0080,National Nihari Masala 50g,35,74.85,2652.15,2027-01-30
2025-05-31,SKU0081,Shan Biryani Masala 50g,26,40.95,1014.22,2026-12-13
2025-05-31,SKU0083,Shan Chicken Tikka 50g,12,52.99,653.36,2027-01-31
2025-05-31,SKU0085,Mehran Seekh Kabab 50g,23,51.47,1124.74,2027-07-31
2025-05-31,SKU0086,Dalda Cooking Oil 1L,8,700.03,5360.83,2027-03-16
2025-05-31,SKU0087,Dalda Cooking Oil 2.5L,33,310.29,10148.7,2026-12-07
2025-05-31,SKU0088,Dalda Cooking Oil 5L,10,1034.02,10802.44,2027-04-04
2025-05-31,SKU0090,Habib Banaspati 2.5kg,4,344.02,1433.65,2026-09-18
2025-05-31,SKU0091,Eva Cooking Oil 1L,35,387.42,13637.72,2027-01-15
2025-05-31,SKU0093,Tapal Danedar Tea 190g,31,266.55,8378.82,2026-06-01
2025-05-31,SKU0094,Tapal Danedar Tea 475g,21,465.01,10180.58,2026-09-01
2025-05-31,SKU0098,Vital Tea 475g,33,346.22,11982.38,2027-03-28
2025-05-31,SKU0100,Sufi Basmati Rice 10kg,28,1230.04,32758.04,2027-08-27
2025-05-31,SKU0102,Guard Super Basmati 10kg,28,901.45,24349.9,2027-01-05
2025-05-31,SKU0103,Mehran Basmati Rice 5kg,30,650.88,20248.7,2026-12-27
2025-05-31,SKU0104,Shangrila Vermicelli 200g,19,99.49,1855.58,2026-03-26
2025-05-31,SKU0105,Shangrila Vermicelli 400g,15,102.06,1499.91,2026-08-14
2025-05-31,SKU0110,Shan Red Chilli Powder 200g,5,83.29,424.65,2027-10-04
2025-05-31,SKU0112,Lux Beauty Soap 3-pack,19,146.83,2683.89,2027-11-13
2025-05-31,SKU0113,Lux Beauty Soap 6-pack,17,255.81,4181.08,2028-04-18
2025-05-31,SKU0114,Lifebuoy Soap 3-pack,39,229.35,9119.57,2027-09-29
2025-05-31,SKU0116,Safeguard Soap 3-pack,12,179.26,2169.68,2028-02-05
2025-05-31,SKU0117,Dettol Soap 3-pack,1,189.53,184.62,2028-01-02
2025-05-31,SKU0118,Dove Beauty Bar 100g,26,177.77,4812.27,2028-05-03
2025-05-31,SKU0119,Dove Beauty Bar 3-pack,34,300.96,9828.76,2027-12-29
2025-05-31,SKU0121,Fair & Lovely Cream 50g,15,105.22,1527.38,2027-11-12
2025-05-31,SKU0123,Pond's Face Cream 50g,5,248.1,1206.18,2027-11-28
2025-05-31,SKU0124,Pantene Shampoo 180ml,25,389.99,9453.2,2028-09-04
2025-05-31,SKU0126,Pantene Shampoo 650ml,19,201.28,3977.95,2028-04-26
2025-05-31,SKU0127,Head & Shoulders Shampoo 185ml,15,445.74,6408.34,2028-06-20
2025-05-31,SKU0128,Head & Shoulders Shampoo 400ml,34,404.28,13945.09,2028-11-18
2025-05-31,SKU0129,Sunsilk Shampoo 180ml,29,257.35,7749.63,2027-09-08
2025-05-31,SKU0131,Clear Shampoo 185ml,30,386.64,11657.98,2028-10-11
2025-05-31,SKU0132,Clear Shampoo 400ml,1,384.11,387.8,2028-04-14
2025-05-31,SKU0133,Colgate Toothpaste 75g,21,116.87,2532.31,2027-10-27
2025-05-31,SKU0135,Close Up Toothpaste 75g,9,195.77,1765.12,2028-02-02
2025-05-31,SKU0136,Close Up Toothpaste 150g,30,109.65,3149.09,2028-01-14
2025-05-31,SKU0137,Sensodyne Toothpaste 75g,24,279.78,6590.14,2027-11-30
2025-05-31,SKU0138,Surf Excel Detergent 1kg,27,1295.0,35913.83,2028-01-29
2025-05-31,SKU0139,Surf Excel Detergent 3kg,14,1148.22,15650.58,2027-10-08
2025-05-31,SKU0140,Surf Excel Detergent 6kg,10,1065.64,11124.16,2028-08-23
2025-05-31,SKU0141,Ariel Detergent 1kg,30,719.5,22478.56,2027-09-20
2025-05-31,SKU0142,Ariel Detergent 3kg,30,569.05,17644.9,2028-03-31
2025-05-31,SKU0143,Bonus Detergent 1kg,33,570.77,19630.24,2028-03-31
2025-05-31,SKU0144,Bonus Detergent 3kg,31,277.9,8402.0,2028-05-23
2025-05-31,SKU0145,Wheel Detergent 1kg,26,131.51,3526.68,2028-09-16
2025-05-31,SKU0147,Harpic Toilet Cleaner 1L,15,273.89,4054.7,2028-10-10
2025-05-31,SKU0148,Dettol Disinfectant 500ml,27,270.99,7426.93,2028-06-01
2025-05-31,SKU0150,Vim Dishwash Bar 250g,30,74.42,2228.62,2028-04-12
2025-05-31,SKU0151,Vim Dishwash Bar 500g,26,98.09,2437.1,2028-09-12
2025-05-31,SKU0152,K&N's Chicken Nuggets 500g,27,553.78,14239.08,2026-08-15
2025-05-31,SKU0153,K&N's Chicken Nuggets 1kg,22,732.62,16068.02,2026-08-16
2025-05-31,SKU0156,Menu Plain Paratha 20-pack,13,245.1,3242.68,2026-07-18
2025-05-31,SKU0157,Menu Plain Paratha 30-pack,25,374.91,9177.28,2026-06-20
2025-05-31,SKU0158,Makkhan Paratha 20-pack,6,223.36,1406.25,2026-06-13
2025-05-31,SKU0159,Walls Ice Cream Cornetto Single,5,82.04,420.12,2026-02-19
2025-06-01,SKU0001,Nestle Everyday Milk 1L,23,160.27,3653.21,2025-09-04
2025-06-01,SKU0005,Olpers Full Cream Milk 500ml,9,248.34,2215.28,2025-08-16
2025-06-01,SKU0006,Haleeb Fresh Milk 1L,17,216.19,3595.67,2025-07-03
2025-06-01,SKU0007,Haleeb Fresh Milk 500ml,16,181.31,2882.05,2025-12-07
2025-06-01,SKU0008,Nurpur Milk 1L,13,149.39,1887.97,2025-07-21
2025-06-01,SKU0012,Nestle Yogurt 900g,3,72.85,210.27,2025-09-22
2025-06-01,SKU0013,Tarang Dahi 500g,10,121.81,1184.26,2025-10-10
2025-06-01,SKU0014,Tarang Dahi 1kg,5,127.69,621.6,2025-12-14
2025-06-01,SKU0015,Olpers Cheese Slices 200g,10,204.42,1957.08,2026-01-11
2025-06-01,SKU0016,Olpers Cheese Slices 400g,17,232.22,3955.89,2025-09-18
2025-06-01,SKU0017,Nurpur Butter 200g,4,263.73,1003.51,2025-11-04
2025-06-01,SKU0019,Coca Cola Coke 500ml,0,53.14,0.0,2026-08-22
2025-06-01,SKU0021,Coca Cola Coke 2.25L,1,120.16,119.87,2026-05-06
2025-06-01,SKU0024,Pepsi Pepsi 1.5L,10,140.83,1453.22,2026-02-13
2025-06-01,SKU0025,Pepsi Pepsi 2.25L,19,110.71,2128.67,2026-05-28
2025-06-01,SKU0026,7UP 7UP 250ml,16,143.3,2345.91,2026-05-18
2025-06-01,SKU0028,7UP 7UP 1.5L,17,85.11,1454.45,2026-06-01
2025-06-01,SKU0029,Sprite Sprite 250ml,11,120.31,1349.88,2026-07-15
2025-06-01,SKU0032,Fanta Orange 500ml,14,96.43,1379.0,2026-02-25
2025-06-01,SKU0033,Fanta Orange 1.5L,3,77.25,237.98,2026-07-06
2025-06-01,SKU0035,Shezan Mango Juice 1L,5,133.08,635.73,2026-06-06
2025-06-01,SKU0037,Nestle Pure Life Water 500ml,0,43.78,0.0,2027-02-22
2025-06-01,SKU0039,Aquafina Water 500ml,9,33.38,307.98,2027-03-11
2025-06-01,SKU0040,Aquafina Water 1.5L,0,46.63,0.0,2027-05-08
2025-06-01,SKU0041,Gourmet Green Tea 25 bags,18,247.17,4340.54,2027-04-18
2025-06-01,SKU0043,Gourmet Green Tea 100 bags,19,300.65,5845.01,2026-07-26
2025-06-01,SKU0044,Lipton Yellow Label Tea 100 bags,15,408.12,5818.25,2027-06-29
2025-06-01,SKU0046,Vital Energy Drink 250ml,21,81.95,1678.44,2026-09-04
2025-06-01,SKU0048,Lays Masala Chips 68g,6,87.27,521.58,2026-03-19
2025-06-01,SKU0052,Kolson Slanty 40g,17,42.2,722.38,2025-12-01
2025-06-01,SKU0053,Super Crisp Nimko 100g,5,87.85,460.49,2026-02-10
2025-06-01,SKU0054,Super Crisp Nimko 200g,5,81.0,417.28,2026-01-20
2025-06-01,SKU0055,Cheetos Crunchy 48g,0,42.95,0.0,2026-02-05
2025-06-01,SKU0058,Peek Freans Sooper Biscuit Family Pack,7,72.31,505.82,2026-01-30
2025-06-01,SKU0059,Peek Freans Sooper Biscuit Half Roll,1,68.8,68.23,2025-10-24
2025-06-01,SKU0060,Peek Freans Chocolate Chip 90g,12,65.18,774.27,2026-01-21
2025-06-01,SKU0061,Jubilee Chocolate Biscuit 90g,12,51.42,617.04,2026-01-03
2025-06-01,SKU0062,Jubilee Coconut Biscuit 90g,22,56.07,1278.19,2026-02-11
2025-06-01,SKU0065,Rio Wafer 18g,10,44.67,439.36,2026-03-18
2025-06-01,SKU0066,Rio Wafer 45g,17,21.4,352.35,2026-02-09
2025-06-01,SKU0068,English Biscuit White Bread Large,0,79.66,0.0,2025-09-21
2025-06-01,SKU0069,English Biscuit Brown Bread Medium,9,73.13,638.06,2025-09-17
2025-06-01,SKU0070,English Biscuit Brown Bread Large,13,71.55,922.07,2025-09-17
2025-06-01,SKU0071,Peek Freans Cake Rusk Regular,11,150.19,1668.16,2025-08-21
2025-06-01,SKU0072,Peek Freans Cake Rusk Chocolate,5,191.46,991.39,2026-01-15
2025-06-01,SKU0074,Bake Parlor Rusk Plain,6,114.16,672.41,2026-01-13
2025-06-01,SKU0076,Dawn White Bread Medium,16,89.52,1467.94,2025-07-31
2025-06-01,SKU0078,National Biryani Masala 100g,11,51.78,559.78,2027-04-09
2025-06-01,SKU0080,National Nihari Masala 50g,19,74.85,1450.02,2027-11-04
2025-06-01,SKU0081,Shan Biryani Masala 50g,12,40.95,504.54,2027-06-23
2025-06-01,SKU0083,Shan Chicken Tikka 50g,6,52.99,318.71,2027-06-12
2025-06-01,SKU0085,Mehran Seekh Kabab 50g,15,51.47,781.65,2027-04-09
2025-06-01,SKU0086,Dalda Cooking Oil 1L,3,700.03,2194.19,2026-09-12
2025-06-01,SKU0087,Dalda Cooking Oil 2.5L,13,310.29,3981.48,2026-10-27
2025-06-01,SKU0088,Dalda Cooking Oil 5L,4,1034.02,4327.07,2027-01-30
2025-06-01,SKU0090,Habib Banaspati 2.5kg,6,344.02,2135.95,2026-10-30
2025-06-01,SKU0091,Eva Cooking Oil 1L,14,387.42,5679.06,2026-09-02
2025-06-01,SKU0093,Tapal Danedar Tea 190g,13,266.55,3445.62,2027-06-26
2025-06-01,SKU0094,Tapal Danedar Tea 475g,13,465.01,6143.66,2027-05-28
2025-06-01,SKU0098,Vital Tea 475g,16,346.22,5377.12,2027-09-09
2025-06-01,SKU0100,Sufi Basmati Rice 10kg,14,1230.04,17160.32,2026-12-22
2025-06-01,SKU0102,Guard Super Basmati 10kg,16,901.45,13724.3,2027-03-09
2025-06-01,SKU0103,Mehran Basmati Rice 5kg,11,650.88,6856.5,2027-04-05
2025-06-01,SKU0104,Shangrila Vermicelli 200g,10,99.49,1000.57,2026-04-21
2025-06-01,SKU0105,Shangrila Vermicelli 400g,9,102.06,953.22,2026-01-08
2025-06-01,SKU0110,Shan Red Chilli Powder 200g,6,83.29,517.64,2027-02-11
2025-06-01,SKU0112,Lux Beauty Soap 3-pack,10,146.83,1480.69,2028-05-06
2025-06-01,SKU0113,Lux Beauty Soap 6-pack,11,255.81,2697.65,2027-12-11
2025-06-01,SKU0114,Lifebuoy Soap 3-pack,20,229.35,4725.39,2028-06-06
2025-06-01,SKU0116,Safeguard Soap 3-pack,1,179.26,181.05,2028-06-05
2025-06-01,SKU0117,Dettol Soap 3-pack,1,189.53,192.88,2028-05-28
2025-06-01,SKU0118,Dove Beauty Bar 100g,11,177.77,1884.78,2027-06-20
2025-06-01,SKU0119,Dove Beauty Bar 3-pack,19,300.96,5787.22,2028-02-03
2025-06-01,SKU0121,Fair & Lovely Cream 50g,7,105.22,741.48,2027-12-22
2025-06-01,SKU0123,Pond's Face Cream 50g,4,248.1,962.55,2028-04-21
2025-06-01,SKU0124,Pantene Shampoo 180ml,11,389.99,4163.06,2028-01-02
2025-06-01,SKU0126,Pantene Shampoo 650ml,7,201.28,1435.1,2028-08-01
2025-06-01,SKU0127,Head & Shoulders Shampoo 185ml,12,445.74,5110.35,2027-12-28
2025-06-01,SKU0128,Head & Shoulders Shampoo 400ml,16,404.28,6606.61,2028-03-03
2025-06-01,SKU0129,Sunsilk Shampoo 180ml,18,257.35,4485.31,2028-09-13
2025-06-01,SKU0131,Clear Shampoo 185ml,16,386.64,6108.2,2028-04-01
2025-06-01,SKU0132,Clear Shampoo 400ml,1,384.11,386.93,2028-04-24
2025-06-01,SKU0133,Colgate Toothpaste 75g,12,116.87,1403.33,2028-06-14
2025-06-01,SKU0135,Close Up Toothpaste 75g,9,195.77,1693.32,2028-04-14
2025-06-01,SKU0136,Close Up Toothpaste 150g,15,109.65,1584.45,2028-04-17
2025-06-01,SKU0137,Sensodyne Toothpaste 75g,11,279.78,3115.9,2027-08-19
2025-06-01,SKU0138,Surf Excel Detergent 1kg,13,1295.0,17090.35,2028-03-07
